example_id,customer_tweet_id,customer_message,text,intent
132,388015,"@AmazonHelp Just for this giltch, you make be waited for almost 10 days. I want to applause for you 👏👏","@192640 Sorry for the delay. However, the glitch has been rectified. Thank you once again for bringing this to our notice. ^PR",Product / Device Support
133,1712552,@AmazonHelp ご連絡いただき恐縮です。,@518718 とんでもないことでございます。今後も万が一ご不安なことがございましたら、ご遠慮なくお知らせください。 YM,Product / Device Support
134,2318958,@AmazonHelp Hum... Did you read my tweets? This is about a book I published through KDP. Not an order I placed on the Amazon store. Forget it... Way to underline my point though.,"@672192 What Amazon website do you have your book on? UK, US, FR etc ^MC",Damaged / Defective Product
135,1651559,@AmazonHelp Your courier team is worst #AmazonIndia,@504352 We have made a note of your comments and shared them internally. We will certainly work on it to improve your shopping experience. ^CB,Damaged / Defective Product
136,528254,"@AmazonHelp Not arriving, being marked as delivered when not, short items, delivering to a commercial property after being told it’s hours. Getting generic robot email returns to my complaints.... should I go on?",@242299 Sorry to hear that. Can I ask if you've reported these issues to us so that we could look in to it?^TI,Return / Refund
137,888378,@AmazonHelp This order was placed on the Thursday so I expect it would have been very quiet then actually. The delivery says it was attempted yesterday and today but it hasn’t been as I took a day off work to be home for it. It now says it will be redelivered Monday... when I’m back at work,"@151164 Apologies, do you have unattended delivery preferences set on your account: https://t.co/EhJSNJJuZb? ^JJ",Delivery Date / Shipping
138,1002199,@amazonhelp - Amazon delivery screwed up -  lies about chat request &amp; delivery time to UPS Store  - I want my product - see history https://t.co/E2BQjTj0qJ,"@357234 I'd like for a member of my team to personally address this. Please, provide details here: https://t.co/LcyklqNTYe ^JE",Delivery Date / Shipping
139,2254411,@AmazonHelp Phone and chat executive are saying we can not help you. Where should I go. Please help me.,"@413729 I'm sorry to hear that, Hemant. Please fill this form: https://t.co/beaaDm0muc and We’ll contact you soon. ^BA",Delivery Date / Shipping
140,2502008,"@AmazonHelp I've elaborated quite a few times. If you had checked your mail box, you'd have known.",@441968 Apologies for the ordeal. Please fill this form: https://t.co/beaaDm0muc and we’ll check and reach out to you soon. ^SS,Delivery Date / Shipping
141,2677390,"@AmazonHelp @130687 hasta mas tarde....pero dicen que no pueden, que lo entregaran entonces jueves. yo jueves ya no lo quiero, no voy a recepcionar paquete",@753510 2/2 Puedes contactarlos mediante este enlace: https://t.co/OjvUxwnzPe. ^DA,Late / Missing Delivery
142,463382,@AmazonHelp been on the phone for 40 minutes and the gold music just went dark. You and alexa have both abandoned me tonight.,"@225145 We are still here for you! Without giving any personal/account info, can you please tell us a little about the issue you are facing? ^BA",Order Tracking / Status
143,343775,@AmazonHelp why are you going to charge me $5 to return a gift of which I received a duplicate item because it wasn’t marked as purchased?,@163715 Oh no! Use these steps to create a pre-paid return label: https://t.co/tv0MHd6rQy Let us know if you have further questions! ^KN,Order Tracking / Status
144,2335813,@AmazonHelp I am reverting them back from yesterday but they doing is making false promises hate your site seriously @115850,@206718 we have happened to miss the estimated delivery date? 2/2 ^SB,Late / Missing Delivery
145,37635,"@AmazonHelp Yes I have; i'd expect the delivery note to match courier actions, otherwise what is the point?",@124169 Please provide your phone number w/ us here: https://t.co/OW4c4eicZd &amp; select the 'Call me now' option to connect w/ an agent. ^KP,Order Tracking / Status
146,2621048,Hey @132988 si je paie un abonnement premium @AmazonHelp ce n'est pas pour retrouver mes colis dans cet état.. 😤😤 https://t.co/GQi7NE0gMz,"@283957 Bonjour, désolée pour cela 😓 Quel est le transporteur de votre colis je vous prie ? ^MA",Late / Missing Delivery
147,43740,@AmazonHelp I have already shared my details few days back but you guys were also incapable to resolve my issue,@125706 You should've received an email in response to the details you shared earlier from the social media team. Kindly reply to it for further queries and we'll assist you. ^NR,Delivery Date / Shipping
148,493255,"@AmazonHelp Trusting amazon to deliver the product was biggest mistake, what if Amazon uses it for promoting other fraudulent activities?
@115850 @115821 @132994 @139570 @15316","@232597 I get your disappointment, Anurag. We have responded to your query here: https://t.co/vjZJ2zABIF. Request you to check. ^NK",Delivery Date / Shipping
149,833617,@AmazonHelp I've worked out what's happening. I have my amazon account tied to another under Prime Household. I can't download but the other can - why?,"@318514 Hi Dan, do you have your payment methods shared on the accounts? -Agi",Return / Refund
150,629610,@AmazonHelp none of link provided is working....,"@269147 That's strange, allow us to take a closer look on this by sharing your details here: https://t.co/cllwXc2HeK. As soon as we receive the details, we'll check and reach out to you with an update.

Krishna | Amazon Customer Service",Return / Refund
151,1217431,"@AmazonHelp The items were sold by you, amazon. I have No idea where it has been since Monday.",@124142 We'd like to take a better look at this with you. Please reach out to us via phone/chat here: https://t.co/hApLpMlfHN ^KP,Product / Device Support
152,886137,"@AmazonHelp Bonjour, @132988 est le transporteur en charge de ma livraison","@330413 Je suis désolé, avez-vous signalé cela à notre SAV?
^YL",Account / Contact Support
153,696667,"@AmazonHelp Hello good day! What do i do when i have purchased a Playstation card from https://t.co/W1O0LBlHTU and when i go to redeem the code. It gives me the error code ""The code you have entered is inactive. Please check terms and conditions.""
I put in everything correctly.","@286224 Hi Paige, sorry to hear that. Can I ask which Amazon site you ordered the card from (.com / .co.uk / etc)?^TI",Product / Device Support
154,2910409,@AmazonHelp Ordered three.  Got 2.5 https://t.co/1tk93QkCYf,@180290 This is not what we expect! I'm sorry you received an incomplete set. We'd like to help you review available options here: https://t.co/3EJduWuar8 ^FD,Product / Device Support
155,697293,@AmazonHelp Tracking ID : 211176371119. I need my package by today guys. I cnt take leaves everyday!! it has been 2 consecutive days &amp; ds z ur service!!,"@179072 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2) ^VR",Damaged / Defective Product
156,137094,Hey @119625 there’s something wrong with the app. Any idea what’s the issue? @115850 @AmazonHelp https://t.co/zTecPyxFK9,@146915 Kindly connect with our support team here: https://t.co/eSItkOtvNd and we'll get this checked for you. ^PB,Return / Refund
157,1125057,@AmazonHelp so book is showing up in Amazon UK.FR. and apparently everywhere else in the world except for https://t.co/fXVhYeFdKv. 🙁,@385283 Have you received any additional information from the CreateSpace team yet? ^SW,Return / Refund
158,2161872,@AmazonHelp ATMでのお支払いなのですが、詳しく教えて貰えますか？,"@634824 ATMでのお支払方法についてはこちらのヘルプページの「ATMで支払う」をご参照ください。Pay-easy（ペイジー）ロゴがあるATMでお支払いいただけます。
https://t.co/N1feN5IjK3 ET https://t.co/ozr4E8MJdP",Delivery Date / Shipping
159,2905079,@AmazonHelp The order was placed on Friday 24th with next day delivery. Originally scheduled for Monday 27th.,@804496 What is the tracking information showing currently? You can find that here:  https://t.co/aaDyEz1VgE,Return / Refund
160,508132,"@236664 @AmazonHelp I ordered something three different items at three different times and they said “tried to deliver, business was closed....” Ummmm, no asshat ~ that “business” is a hotel!","@249440 I'm sorry to hear about the delivery trouble. If you are currently waiting on an order, we'd like to help! Have you received an updated delivery date for the orders? ^MB",Delivery Date / Shipping
161,2383254,"@AmazonHelp Today is third day of lodging complaint with you @amazonhelp and @93197 but non of you have contacted till today neither you nor bata, You said your executive will call me, I didn't get any call till now, Plz plz arrange replacement of my formal shoes urgently I can't wait",@687014 I understand your concern. Could you please confirm sharing your details through the secure link provided earlier? ^AP,Late / Missing Delivery
162,105185,@AmazonHelp I have not,"@138648 Without sharing personal account details, can you tell us a bit more about what happened? ^VS",Late / Missing Delivery
163,2535312,"@AmazonHelp This is my order id
406-5463694-0932351 your none of the executive are helpful","@721324 I'm sorry about the experience you had with our support team. Kindly drop in your details here: https://t.co/beaaDm0muc and we'll help. Also, please don't provide your order details, as we consider them to be personal info. Our page is visible to the public. ^GK",Order Tracking / Status
164,643767,"@272838 @AmazonHelp Al details shard 6 days ago. stil no solution/refund/sensible reply from @115850
https://t.co/zaG0GpFCGV  @115851 what the hell is this","@317123 If you have filed in the details in the link provided by 'PS', you'll receive a correspondence from our team.(1/2)^SF",Late / Missing Delivery
165,1651537,"@AmazonHelp Yes, I was able to see xperia z option yesterday, can u help is this?",@504351 Kindly refer the link: https://t.co/Lxmi5Fdk9D for more information. (2/2) ^MO,Late / Missing Delivery
166,1157260,@AmazonHelp Your apps consistently fail. I have to reset often. It’s right next to the router.  Just tired of it.,@202707 Can you tell us more about what happens when they fail and which apps are failing? We'd like to help. ^KH,Return / Refund
167,1620623,"@AmazonHelp Done. Filled one online feedback form and shared the photos.
Please do the needful.","@151409 We are confident, our support team will do the needful. Do keep us posted for further support. ^CB",Damaged / Defective Product
168,2917225,"@115821 @amazonhelp
Received a $10 gift offer to download Amazon App by email but never got the gift promise. It seems unethical business practices and lie.","@807453 I'm sorry you never received the offer! We'd like to look into this with you, can you please reach out to us by phone at this link here: https://t.co/hApLpMlfHN ^VS",Product / Device Support
169,1405334,@AmazonHelp non car je n'ai pas trouvé le lien vers votre sav,"@446711 Vous pouvez contacter notre SAV en cliquant sur le lien suivant : https://t.co/qzuu0dgDXz
^MD",Account / Contact Support
170,854372,@AmazonHelp Cancel my order. You guys failed to understand the urgency of the situation. I don't need it anymore. I'll order it on Flipkart.,"@322920 I get you disappointment, Priyansh. You must have received an email correspondence from the social media team.  1/2 ^NK",Return / Refund
171,62134,@AmazonHelp pero ya se retiro el dinero del banco,"@130233 Grafo, aparte del correo de confirmación, recuerda que puedes verificar tu pedido en la sección de pedidos de tu cuenta, por favor utiliza este enlace: https://t.co/Agd9XY4LHC
^CB",Return / Refund
172,914158,@AmazonHelp I have received many correspondences. each one telling to wait 24hrs. but now it hasbeen 1month.please do something instead of passing buck.,@337086 I get your concern. Please reply to the email from social media specialist for further help. ^HA,Return / Refund
173,493285,@AmazonHelp Shin Chan SEASON 1.,@232603 Thank you for bringing this to our notice. I'll be sure to pass this on internally to the concerned team for rectification. ^GD,Return / Refund
174,2500780,"@AmazonHelp A ver, al transportista no le ha salido de las narices venir y ha puesto que no habia nadie en casa. No hay más vuelta de hoja. https://t.co/vr2SAVOfps","@713393 ¿Has reportado tu problema con @132703? Si no recibes respuesta, no dudes en contactarnos de nuevo. ^CR",Delivery Date / Shipping
175,2893172,"@AmazonHelp I have and am awaiting a now day late shipment that is still uselessly marked as ""Out for delivery"" in Brantford (I'm in London).  Is it possible to not have this delivery company for my orders? Paying for Prime to receive lower quality service is a joke.","@801896 When you spoke with us, what was advised regarding this order? Did we offer to contact the courier with you for more information? ^LB",Late / Missing Delivery
176,969794,@AmazonHelp I am still at a loss to understand what Amazon is doing. I was promised delivery yesterday! And now it is cancelled??,"@350165 Kindly check the latest correspondence we sent to your registered account and respond to it, we'll reach out to you soon. ^MA",Delivery Date / Shipping
177,2663781,@AmazonHelp No it says I have no orders what so ever even though I’ve already got things ordered and then this order that you guys messed up,@750624 Okay thanks for checking- Can you contact us directly regarding this via: https://t.co/JzP7hlA23B ^NV,Order Tracking / Status
178,2171411,@AmazonHelp Got reply that it's delivered but checked with family members too..We have not received package #badcustomercare,"@636750 Sorry for the trouble with the delivery. We'd like to have a closer look, kindly drop in your details 1/2 ^EM",Order Tracking / Status
179,2622444,@AmazonHelp Have already done and waiting for your action. But I required it urgently and will be out of station for 20 days. I was about to gift it to someone.. all plan flushed in ..,"@740898 Apologies for the unpleasant experience. We certainly did not expect this to happen. However, please be assured that our team will get back to you with a resolution at the earliest. Also, I've noted this as a feedback and forwarded it internally for a review. ^BV",Order Tracking / Status
180,354636,"@117634 my mother has an account on .com.br vs me on a .com, will family sharing library work? Thanks @115821 @AmazonHelp",@200294 I'm sorry for any frustration. This will not work. Amazon digital content can only be shared with another in the same country. ^BT,Late / Missing Delivery
181,1387249,"@AmazonHelp Hello,

I observed that my book ""Business Idea Blueprint"" is listed on other Amazon stores but it's not available on https://t.co/wgrHYcsv5Q.
What is the cause and what can be done to change the situation?","@442785 Thanks for reaching out! If you have a moment, please use this link: https://t.co/1Q4mVFIH3f to contact our Amazon Author Central Team, to discuss available option with you. ^LH",Order Tracking / Status
182,1337173,@AmazonHelp I already did.I need updates.,"@431896 Thank you for keeping us posted, Rashmi. We will get back to you at the earliest. ^KS",Delivery Date / Shipping
183,1544553,"@AmazonHelp 
Very disappointing",@478415 Hello! Please make sure to check your DMs response for your original request for assistance. ^RM,Delivery Date / Shipping
184,497280,@AmazonHelp The original arrival date was Nov. 29th and here is the latest tracking update. I really appreciate you all over at Amazon! 🙌🏻 https://t.co/XB2UohmWeX,"@233671 It looks like she is in transit and not lost--just taking her time to reach you. Hopefully, she will arrive safely and soon. Of course, if we've missed our Prime promise, you can reach out to us here for options: https://t.co/hApLpMlfHN  Please keep us posted.  ^SE",Return / Refund
185,1120049,@AmazonHelp i want my order to be delivered today 7989265357 my amazon registered number,@383919 Did we happen to miss the estimated delivery date on your order? (1/2)^SF,Product / Device Support
186,2652275,@AmazonHelp I have already replied to each mail sent by you but I have not received any satisfactory reply from your team.,@485649 Kindly reply your concern to the email that you received from our Social Media Team and we'll get back to you with a resolution. ^AU,Product / Device Support
187,1550773,@AmazonHelp Thank you.I did not ask for sensingan email .Why are you saying this on day of delivery.nd your call centre people ask me to place new order,@479948 We've responded to your query via DM. Kindly check. ^PS,Product / Device Support
188,2771749,@AmazonHelp Dommage merci pour votre réactivité... si vous avez des infos sur le black friday français ça serait cool,"@774776 La Black Friday Week, c'est maintenant et jusqu'au vendredi 24 novembre 2017 ; vous avez la possibilité de voir les offres en cours et suivre les offres à venir en cliquant sur la case dédiée dans le lien suivant : https://t.co/Db6jkVAXma. ^ASZ",Damaged / Defective Product
189,2722588,@120533 @AmazonHelp  Y a pas un bug là ? Sinon va falloir être très rapide ! https://t.co/lBmydYTjZm,"@763799 Bonjour Gregory, l'avez-vous signalé à notre SAV ? ^SM",Damaged / Defective Product
190,450699,@AmazonHelp thank you for your help thus far - I haven't heard anything back yet. Is there a phone number I can call?,"@221860 Did you click the link provided by my colleague ^SK? If you have done so and sent us your details, please check your email inbox and spam folders to see if a reply has been received.^BZ",Return / Refund
191,353278,"@AmazonHelp I think it may be UPS, but idk. I don’t even know if it ever shipped!",@199982 We'd like to check that for you. Get in touch here: https://t.co/hApLpMlfHN and we'll be happy to help. ^RS,Return / Refund
192,1153707,@AmazonHelp hi it's me again in the conformation email it said my package should arrive from Oct 16-20 but it's still not here??,@391445 I'm sorry it hasn't arrived yet. Who is the carrier and what does the latest tracking update show: https://t.co/3CmPtTUmsi? ^MB,Delivery Date / Shipping
193,1739075,@AmazonHelp Absolutely  disgusted at how this situation has been handled .,"@524872 I'm so sorry for the poor experience, Lauren. Please give feedback via the e-mail survey so leadership can look into it.^WJ",Delivery Date / Shipping
194,1041213,@115850 Seriously?? Headphone purchased from @115850 stopped working in few weeks. @AmazonHelp told seller will replace but nothing happened,@322918 I'm sorry to know about that. Please reach out to us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG,Late / Missing Delivery
195,871103,@AmazonHelp Don't understand sorry. What do you mean?,"@276620 My apologies! When you chatted with us, what options or insight did we give you for your order? ^DW",Late / Missing Delivery
196,191590,@AmazonHelp Amazon.de,@161033 We already sent you a direct message. ^SK,Late / Missing Delivery
197,314390,@AmazonHelp Plz return my money @115850 fraud. U cheated with me plz return my money.,"@144968 The resolution provided in the email is the best we could offer. Further, we won't be able to provide any insight or action on this matter. ^PS",Order Tracking / Status
198,1880445,@AmazonHelp I’ve emailed the seller and no reply,"@561217 Once e-mailed, the seller will reply to you within 48 business hours. Keep us posted. ^AX",Late / Missing Delivery
199,1255432,@AmazonHelp @AmazonHelp @115830 thanks for this delivery but can you please confirm when I'll get the vr headset to play it with?! #nostock https://t.co/bUMXcmkGK8,"@414365 Hey Malcolm! Happy to hear your order has arrived! 😝 Have you placed an order for the VR headset already, and the estimated delivery date is showing as unknown or currently unavailable? Let me know! ^JC",Damaged / Defective Product
200,629478,"@AmazonHelp olar, minha coleção de mangá da sailor moon chegou, mas suja e com defeito na capa de alguns volumes :(","@269124 Oi Lais, sinto muito pelo acontecido com seu pedido, já verificou nossa política de devoluções? https://t.co/AzDXHl68Na ^VL",Product / Device Support
