text,intent,predicted_intent,confidence,correct
"@740898 Apologies for the unpleasant experience. We certainly did not expect this to happen. However, please be assured that our team will get back to you with a resolution at the earliest. Also, I've noted this as a feedback and forwarded it internally for a review. ^BV",Order Tracking / Status,Product / Device Support,0.8398418717964113,False
@200294 I'm sorry for any frustration. This will not work. Amazon digital content can only be shared with another in the same country. ^BT,Late / Missing Delivery,Product / Device Support,0.5502404735437135,False
"@442785 Thanks for reaching out! If you have a moment, please use this link: https://t.co/1Q4mVFIH3f to contact our Amazon Author Central Team, to discuss available option with you. ^LH",Order Tracking / Status,Product / Device Support,0.4098814581253016,False
"@431896 Thank you for keeping us posted, Rashmi. We will get back to you at the earliest. ^KS",Delivery Date / Shipping,Order Tracking / Status,0.31778902224545724,False
@478415 Hello! Please make sure to check your DMs response for your original request for assistance. ^RM,Delivery Date / Shipping,Account / Contact Support,0.5143244935190505,False
"@233671 It looks like she is in transit and not lost--just taking her time to reach you. Hopefully, she will arrive safely and soon. Of course, if we've missed our Prime promise, you can reach out to us here for options: https://t.co/hApLpMlfHN  Please keep us posted.  ^SE",Return / Refund,Delivery Date / Shipping,0.3085834845934861,False
@383919 Did we happen to miss the estimated delivery date on your order? (1/2)^SF,Product / Device Support,Delivery Date / Shipping,0.4478185914538756,False
@485649 Kindly reply your concern to the email that you received from our Social Media Team and we'll get back to you with a resolution. ^AU,Product / Device Support,Account / Contact Support,0.7915145264070552,False
@479948 We've responded to your query via DM. Kindly check. ^PS,Product / Device Support,Product / Device Support,0.31350167102274407,True
"@774776 La Black Friday Week, c'est maintenant et jusqu'au vendredi 24 novembre 2017 ; vous avez la possibilité de voir les offres en cours et suivre les offres à venir en cliquant sur la case dédiée dans le lien suivant : https://t.co/Db6jkVAXma. ^ASZ",Damaged / Defective Product,Product / Device Support,0.952329764983238,False
"@763799 Bonjour Gregory, l'avez-vous signalé à notre SAV ? ^SM",Damaged / Defective Product,Product / Device Support,0.7828559412913452,False
"@221860 Did you click the link provided by my colleague ^SK? If you have done so and sent us your details, please check your email inbox and spam folders to see if a reply has been received.^BZ",Return / Refund,Account / Contact Support,0.9072408088512399,False
@199982 We'd like to check that for you. Get in touch here: https://t.co/hApLpMlfHN and we'll be happy to help. ^RS,Return / Refund,Product / Device Support,0.5055690077894225,False
@391445 I'm sorry it hasn't arrived yet. Who is the carrier and what does the latest tracking update show: https://t.co/3CmPtTUmsi? ^MB,Delivery Date / Shipping,Order Tracking / Status,0.9915243196390322,False
"@524872 I'm so sorry for the poor experience, Lauren. Please give feedback via the e-mail survey so leadership can look into it.^WJ",Delivery Date / Shipping,Product / Device Support,0.5425709918733423,False
@322918 I'm sorry to know about that. Please reach out to us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG,Late / Missing Delivery,Account / Contact Support,0.6500681956340648,False
"@276620 My apologies! When you chatted with us, what options or insight did we give you for your order? ^DW",Late / Missing Delivery,Product / Device Support,0.3986945343234838,False
@161033 We already sent you a direct message. ^SK,Late / Missing Delivery,Account / Contact Support,0.5107044167408678,False
"@144968 The resolution provided in the email is the best we could offer. Further, we won't be able to provide any insight or action on this matter. ^PS",Order Tracking / Status,Account / Contact Support,0.9761214785866187,False
"@561217 Once e-mailed, the seller will reply to you within 48 business hours. Keep us posted. ^AX",Late / Missing Delivery,Account / Contact Support,0.9111060071589526,False
"@414365 Hey Malcolm! Happy to hear your order has arrived! 😝 Have you placed an order for the VR headset already, and the estimated delivery date is showing as unknown or currently unavailable? Let me know! ^JC",Damaged / Defective Product,Order Tracking / Status,0.37437945035316134,False
"@269124 Oi Lais, sinto muito pelo acontecido com seu pedido, já verificou nossa política de devoluções? https://t.co/AzDXHl68Na ^VL",Product / Device Support,Product / Device Support,0.883490845778924,True
