text,intent
". @AmazonHelp I purchased Kindle cover which was about to deliver yesterday. Till the morning same status was in https://t.co/sunmZYKKA1 it is showing delivery by Monday. Why the fuck u offer prime membership if u hv to do all this.
Order no:-  408-6217882-7253940",Delivery Date / Shipping
@AmazonHelp That it would be chased up and sometimes the carrier will report a delivery in error. It's been four days over the scheduled date and still no delivery.,Delivery Date / Shipping
@AmazonHelp it was supposed to be delivered 11/27/17.,Delivery Date / Shipping
@115830 @AmazonHelp I’m a prime member and haven’t received my parcel that was due to be delivered today.? My boy is due to start swimming tomorrow and now hasn’t got his swim wrap to keep him warm 😢  please advise.,Delivery Date / Shipping
@AmazonHelp I've tried that the problem is it has been stuck on this so I can't do anything as it just says my membership will be active soon https://t.co/8ZBLkRbvNE,Delivery Date / Shipping
"@AmazonHelp Of Course. That is the reason we are approaching you. If you can't deliver product on time, then you should not accept the bookings.",Delivery Date / Shipping
"@AmazonHelp Spoke to your Associate &amp; Supervisor. Although ur app is showing d product wil be delivered by 6-7, they say it hasnt reached the centre (1) https://t.co/icQlITNX16",Delivery Date / Shipping
"@AmazonHelp Hi Team, Got the delivery 2 days before the estimated delivery date !! Thanks for the same. 😀👍",Delivery Date / Shipping
@AmazonHelp I've spoken to about 5 representatives today. Don't intend to add 6th to the list of horror. One day delivery? Really? #WorstCustomerService,Delivery Date / Shipping
"@AmazonHelp No thanks. I know that I will get my product by tomorrow, irrespective of #Amazon #support. I just want to highlight how unethical Amazon delivery is. The guys simply put blame on customer and don't deliver on time. @115850 fix this cancer to give us a good #CustomerExperience.",Delivery Date / Shipping
@AmazonHelp a gift for my sisters 18th was supposed to be delivered earlier. It says it delivery will be attempted again tomorrow but it is needed tonight. Anyway of getting it today? Thanks,Delivery Date / Shipping
@AmazonHelp It is now marked as out for delivery,Delivery Date / Shipping
@AmazonHelp I've done that on chat. Every time it's the same scripted reply about being sorry and telling the carrier to deliver the next day etc etc,Delivery Date / Shipping
"@AmazonHelp My Prime membership is valid till 15th Nov, if i'll subscribe today will it be vaild till 15 nov 2018",Delivery Date / Shipping
@115830 @AmazonHelp why have I got to wait 5 days for delivery of an in stock Prime item? Ordered yesterday to be delivered Monday.,Delivery Date / Shipping
@115850 @AmazonHelp can I change d delivery address of the order placed,Delivery Date / Shipping
@AmazonHelp I don't think u r following enough. From past 3 days ur customer service guys r promising for delivery. But nothing's happening. @115850,Delivery Date / Shipping
@AmazonHelp No neighbors have it and they still haven't delivered the flash drive :/ no notice to go to the post office either. I really really need this flash drive.,Delivery Date / Shipping
"@AmazonHelp getting super sick of being told my order will arrive only for it not to turn up for the 6th time. 

Customer service is useless and keep making empty promises. All I want is my order to actually be delivered.",Delivery Date / Shipping
"@AmazonHelp Have been planning to buy Moto G5s Plus. But my location PIN 787057 is not deliverable. Amazon, please change the courier.",Delivery Date / Shipping
@AmazonHelp was there the whole day. No delivery was attempted. https://t.co/auOTuBxdgC,Delivery Date / Shipping
@AmazonHelp I ordered a Prime item (w/ Prime subscription) but it’s not being delivered for 7 days. Any help?,Delivery Date / Shipping
"@AmazonHelp Waited in all day for delivery. Nothing came. Just checked status, which says the order was delivered/handed to resident. It was not delivered to this address or received by anyone living here. I need this order.",Delivery Date / Shipping
@AmazonHelp How if my parcel was handed to the delivery company on Sunday on Amazon Prime has it not yet been delivered and will take another few days? https://t.co/PLCMtG1GWt,Delivery Date / Shipping
@AmazonHelp you said you’ve delivered a parcel but there’s no parcel,Delivery Date / Shipping
"Dear @AmazonHelp @116090 , the amazon box it came in was in perfect condition which means the product was packed and shipped like this ! Who thought this was fine ? Especially around the holidays ! What if it was a gift !? Wtf for real https://t.co/VcqhdzatlA",Delivery Date / Shipping
@AmazonHelp Now what ?? I need to know . Because didn't receive any order and also no message or call to the delivery address and number within address https://t.co/3labC1TiC3,Delivery Date / Shipping
@AmazonHelp Any updates regarding the delivery??? Pls help me out. #URGENT,Delivery Date / Shipping
@AmazonHelp Can I get the money I paid for next day delivery back. https://t.co/cq4WzEkZSJ,Delivery Date / Shipping
"@AmazonHelp It’s supposed to now come tomorrow, I swapped work days specifically for this as they advised delivery today. I’m fuming. Especially when their tracker says they tried to deliver. They didn’t.",Delivery Date / Shipping
@AmazonHelp Preordered #FIFA18. Order wasn't delivered . Ordered it again and it got delivered before the pre order was even dispatched! https://t.co/QjLUzAfYeo,Delivery Date / Shipping
"@AmazonHelp Just called about the current issue, will see if it gets delivered tomorrow. But this keeps happening. I've talked to multiple reps. How can we save your time and mine so I don't have to call about orders?",Delivery Date / Shipping
"@AmazonHelp your delivery drivers are absolutely terrible, chucking stuff over garden gates? Wow..... dm me for details if you care?",Delivery Date / Shipping
"Fruad .fraud.@AmazonHelp @115850 @115821 i ordered TITAN neo  watch worth RS. 2369 on 23nov (orderno.-171-7293490-0802746). Delivered on Monday 27nov , when I opened this package,i found cheap quality used watch of another https://t.co/ZEXPbjHFId could Amazon do such cheap work https://t.co/gTp1M2hPls",Delivery Date / Shipping
"@AmazonHelp Told I would receive a phone call in 24hrs, now twice, and still no phone call. Just paid a $100 membership fee. its like THEFT",Delivery Date / Shipping
"@AmazonHelp Yes, but I blame my local post office, who lied about attempted delivery yesterday (there was none) &amp; that I could pickup at PO today (nope)",Delivery Date / Shipping
@AmazonHelp I've tried those with no luck. I wouldn't be surprised if @126705 delivered it to the wrong address,Delivery Date / Shipping
"@AmazonHelp so please tell me whats d reason of non delivery?
i think u dont deserve 2 serv in any country.  coz u guys are lier. 
@118702",Delivery Date / Shipping
@AmazonHelp Hello I accidentally ordered a laptop on amazon with the one click settings. The item has shipped and says it is getting here tomorrow. How can I cancel it before it gets here? Thank you,Delivery Date / Shipping
@AmazonHelp Just says preparing for shipment. No estimated delivery date...,Delivery Date / Shipping
@AmazonHelp It has some of my favorite books this time ... and it gets delivered early EVERY SINGLE TIME. Thank you :),Delivery Date / Shipping
"@AmazonHelp  I ordered a book this summer, it says that it was delivered on November 7th, I'm in Rome, what should I do?",Delivery Date / Shipping
@AmazonHelp The scheduled delivery date was 11/3/17 by 8pm. (So yes),Delivery Date / Shipping
@AmazonHelp It says most of my order was delivered today.  But there is no package.,Delivery Date / Shipping
@AmazonHelp No delivery...,Delivery Date / Shipping
"@AmazonHelp Thank you, I have just received a message for a re-delivery, so I presume that will be a different driver, I have also left extra instructions, thank you for your quick response and concern.",Delivery Date / Shipping
@AmazonHelp .co.uk. The delivery address is a UK address,Delivery Date / Shipping
@AmazonHelp Steps no help as no number showing for carrier Hermes on your link. The last delivery by them they put the parcel in the rubbish bin sheer luck it was found. Tried all round garden and shed no sign,Delivery Date / Shipping
"@AmazonHelp next day was shipped ground, and you refuse to reship",Delivery Date / Shipping
@115830 fail to deliver package on “guaranteed” next day prime delivery. Any help? @AmazonHelp,Delivery Date / Shipping
"@118706 @123967 @AmazonHelp @115821 I won't be purchasing my christmas gifts from you this year, because the postal service is HORRIBLEEEE and I can't trust them to deliver even my normal mail!",Delivery Date / Shipping
@AmazonHelp Not sure I follow ?? The prime deliveries should be next day so I am asking do you deliver on Saturdays ? Thank you,Delivery Date / Shipping
"@AmazonHelp @126705 Prime have already stopped delivering at the weekend, so you'd already renagued on the next day delivery contract which was ur selling point",Delivery Date / Shipping
@AmazonHelp @115821 @115850 please send me a direct message on Twitter so that I will reply my details on the same. Bt why the product isn't delivered,Delivery Date / Shipping
"So I accidentally ordered a bed frame I already own on @115821 &amp; I immediately cancelled. It never shipped, I still got charged? @AmazonHelp",Delivery Date / Shipping
"@AmazonHelp I ordered a new drive for my NAS, said delivery for today. No delivery yet. Normally when his happens it’s a few days till delivery.",Delivery Date / Shipping
Bonjour @AmazonHelp it seems you could help me to find if one of your delivery man visit my building on the 30th of november. Tks https://t.co/S1BGJNEafD,Delivery Date / Shipping
"@AmazonHelp Stuff did not get delivered. There's no ""sorry we missed you!"" note. Can I go pick it up somewhere, or...?",Delivery Date / Shipping
@AmazonHelp I don't give a toss about that - I pay for next day delivery. If you can't deliver (duh) on that then why pay for Prime?,Delivery Date / Shipping
@AmazonHelp Shipped with AMZN,Delivery Date / Shipping
"@AmazonHelp I did not. That link is not giving me any options for feedback. It allows me to review my order, shows me where I selected 2 day shipping (from Monday) and tells me it’ll be here in the next two days, but no place to log complaints or inquiries.",Delivery Date / Shipping
"@AmazonHelp Have left the feedback through the app, when can the product be delivered??",Delivery Date / Shipping
@AmazonHelp @115821 you really need to fix your site. It said I had 1 hour to place my order to get same day shipping. I went to add something else to my basket and it changed my delivery option to tomorrow. That's not fair.,Delivery Date / Shipping
"@AmazonHelp My card was already charged, but the status says ""shipping soon"". I am concerned that if my order hasn't even been shipped, then how will it be delivered by the date Amazon sets? But I will wait until the 10th to see if my order gets home.",Delivery Date / Shipping
@AmazonHelp I need it to be delivered by today. AT ANY COST. I don't need excuses from your team. You guys are not doing anything,Delivery Date / Shipping
"@AmazonHelp dont employ people who dont speak english

my delivery drivers dont so block my cat flap. your phone people dont so took 23 mins

i give up",Delivery Date / Shipping
@118919 @115821 @AmazonHelp @119356 @115850 ordered shoes you people have delivered waste things very disappointed by your service https://t.co/Tt53CAMpHX,Delivery Date / Shipping
@AmazonHelp Looks like you added VAT to shipping as well!,Delivery Date / Shipping
"@AmazonHelp Glad I'm paying for Prime so I can get my 1-day ""guarenteed delivery"" that shows up whenever intelcom feels like it 😧

What's the course of action for if it's not here in the morning/busted from sitting in the snow all night long? https://t.co/6LFuBp4eJH",Delivery Date / Shipping
@AmazonHelp Sad that I can’t cancel my membership before it ends..!,Delivery Date / Shipping
@AmazonHelp Responded on the url. Customer service promised to deliver yesterday but still nothing,Delivery Date / Shipping
"@AmazonHelp I spoke to your executive on the helpline 3 hours back &amp; they assured delivery guys will call. Its 7:30pm, I'm still waiting for a call!",Delivery Date / Shipping
"@AmazonHelp I made an order on Wednesday and selected One day shipping and the package did not arrive yesterday, and has yet to arrive today.",Delivery Date / Shipping
Where can I file a complain about the unprofessional manner in which the  AMZ delivery service handled my packages? @AmazonHelp,Delivery Date / Shipping
@AmazonHelp I hope I get my product delivered *SOON* that is by tomorrow eod..,Delivery Date / Shipping
@AmazonHelp Just now i came to know https://t.co/LrMLjwOloJ charged me 99$ even 105dollars for membership which i never ordered !!,Delivery Date / Shipping
"@AmazonHelp But 2 day delivery speed was available on my pincode.
Shipping speed : 2day delivery 
Ordered this yesterday and still not Dispatched. https://t.co/3efU9ZpqIB",Delivery Date / Shipping
"@AmazonHelp Everything inside was ok, thank you for asking. Only problem is, its every single time a package is delivered its thrown up to my porch and i hear it hit the porch thats how I know its been delivered. Not once has anyone ever knocked on the door &amp; actually handed me a box.",Delivery Date / Shipping
@AmazonHelp Yeah but you failed to give me service I pay for and Amazon used the words “Guaranteed delivery date 17th October “,Delivery Date / Shipping
"@AmazonHelp Okay, thank you. I have another question about an order that shows it was delivered and wasn't. Another package was delivered by UPS.",Delivery Date / Shipping
"@AmazonHelp Hmm, how can it have gotten delivered if it never got delivered to the carrier? https://t.co/tD2Dgrvs1H",Delivery Date / Shipping
"@AmazonHelp I have been waiting patiently for past 12days! Without causing any more trouble, just deliver the product asap! Payment has been done!",Delivery Date / Shipping
@AmazonHelp Shipped and sold by Amazon,Delivery Date / Shipping
"@AmazonHelp ever since you've switched to AMZNL to ship my orders, I've had nothing but problems. Go back to @115817 please!",Delivery Date / Shipping
@AmazonHelp I am now cancelling this order because your delivery service just sucks despite prime membership. Switching to @118702 for future.,Delivery Date / Shipping
@AmazonHelp @115850 @AmazonHelp you can't keep up to your commitments. Original delivery date was 31st oct. What's the use of taking Prime Membership? https://t.co/UUyhfmlnHD,Delivery Date / Shipping
@AmazonHelp @UPSHelp package delivered to my address by mistake. Lithium batteries. Have photo of shipping label. What to do?,Delivery Date / Shipping
@AmazonHelp Keep the book with u only now. Coz u can't deliver it even after the book was out 4 delivery. Tomorrow i am buying from market only. @118702 i should hv bought it from u only. #customerfooled,Delivery Date / Shipping
@AmazonHelp Yes it has missed the delivery date!,Delivery Date / Shipping
20 days to deliver a package to PUerto RICO @AmazonHelp why??????,Delivery Date / Shipping
@AmazonHelp An item I pre ordered for guaranteed delivery yesterday did not turn up and the agent on the phone promised it was guaranteed for yesterday,Delivery Date / Shipping
"@AmazonHelp Its been over 18 days for my shipment to ship and its taking so long to prepare, just for 2 books? Please be a bit faster while ""Preparing"".",Delivery Date / Shipping
This is how @115821  delivered my package today. No ring on the doorbell. Package just thrown onto my porch. @AmazonHelp #DeliveryDriver https://t.co/OwYUmhrudS,Delivery Date / Shipping
@AmazonHelp Yeah got despatched yesterday 3 items &amp; it is with royal mail which seems odd never had them on a prime delivery before?,Delivery Date / Shipping
@115821 @AmazonHelp  package says delivered but nowhere to be found. Help. https://t.co/Xvb2DbTNF3,Delivery Date / Shipping
@115821 @AmazonHelp Useless customer service. Prime items don’t deliver on time and I have to call them back tomorrow b/c USPS is closed!?!?,Delivery Date / Shipping
"@AmazonHelp you've gone quiet again. To recap. You're unable to tell me where my items have been delivered to, you're unable to provide a working telephone number for the business my items have been delivered to. What do you suggest should happen next?",Delivery Date / Shipping
@AmazonHelp I am aware of that thank you. I just think you need to sort out your delivery drivers!,Delivery Date / Shipping
@AmazonHelp I've done that on chat. Every time it's the same scripted reply about being sorry and telling the carrier to deliver the next day etc etc,Delivery Date / Shipping
"@Amazonhelp Who told you Yodel was a decent courier?

You can't meet Prime delivery dates when using the most incompetent company out there!",Delivery Date / Shipping
"I had to spend my diwali without a tv coz @115850 failed to deliver my dth order whch was given 15days back.
#verydisapointed 
@AmazonHelp",Delivery Date / Shipping
"Really, @115821 This is how ur now making deliveries to my house?? Because I’m sure nobody could drive by and steal those.  @AmazonHelp https://t.co/Wj27QaqUkb",Delivery Date / Shipping
"@115821 @AmazonHelp Cust service just says ""will be delivered tomorrow"" FOR 3 DAYS IN A ROW",Delivery Date / Shipping
"@AmazonHelp No, it shows it's been delivered to MO and TX I live in California...",Delivery Date / Shipping
can you make it clear to your delivery drivers that they should not try to open my front door when delivering packages. thank you. @115821 @AmazonHelp,Delivery Date / Shipping
@AmazonHelp @115850 @115851   Order No 408-4518299-4858739 Payment has been deducted from my card. I need the delivery of the product by tomorrow as it’s a gift for my daughters bday. Can somebdy pls let me know the delivery status &amp; provide appropriate info pls. Sanjeev Jha,Delivery Date / Shipping
@AmazonHelp Need an update on Order Id: 403-7773395-9905160. These updates are not making any sense. Paid extra for xpress delivery as well https://t.co/bCiULhTKN0,Delivery Date / Shipping
"@AmazonHelp It would be nice to know if my order is shipping any time soon. I ordered 24 hours ago with same day delivery. The status has been not yet shipped all day. Was supposed to be here at 9 pm today, 1.5 hours ago.",Delivery Date / Shipping
"@353581 @AmazonHelp Support told me that the book did indeed match the promo, but the discount didn’t apply, and now the book is already shipped out.",Delivery Date / Shipping
"Wtf. @AmazonHelp just got to work to find my package sitting in plain view, WET, outside in an industrial area. You call that delivery? It's probably been here since Friday.",Delivery Date / Shipping
"@AmazonHelp @115821 - The product cost 8.95$, with free shipping. At checkout I get a 1 MILLION US$ in shipping... Bug or a very nasty joke? https://t.co/AmCraYLRAv",Delivery Date / Shipping
"Gotta love @115821, says 2-day shipping arriving on Sunday during and after check out. @123967 LIES and says “we attempted delivery, but you were closed”. We live in a high rise w/ 24/7 doorman and guess what? USPS is closed Sunday! Way to go @AmazonHelp  #whydoihaveprimeagain? https://t.co/kZct1UOxbA",Delivery Date / Shipping
@AmazonHelp why am I not getting next day delivery when I pay for it with Prime? I need something urgently and need to wait til Thursday now.,Delivery Date / Shipping
@AmazonHelp Can you get the product delivered by tomorrow?,Delivery Date / Shipping
"@AmazonHelp My delivery was scheduled for yesterday (booked it a week ago), and until now I did not receive the parcel",Delivery Date / Shipping
@AmazonHelp @115850 Atleast share a valid number of the delivery person #Shameful attitude. Disgusting,Delivery Date / Shipping
@AmazonHelp is there any place I can add additional delivery instructions so that carriers stop forcing paperbacks into my mailbox? https://t.co/I63PnsSimC,Delivery Date / Shipping
"@AmazonHelp My stepsons order has been out for delivery on 5 occasions and each time we call amazon with further directions/instructions, Yodel still fail to deliver and this has cost £40 in calls and to top it off we are asked to prove it.",Delivery Date / Shipping
@AmazonHelp 2 of 2 message that we missed the delivery !!! Delivery boy not picking up the calls since yesterday...  Resolve the issue,Delivery Date / Shipping
@AmazonHelp It says Monday but I order it on the 1 and took the 30 day offer for prime before I check out so I am confused cuz it said two day shipping.,Delivery Date / Shipping
"@AmazonHelp I got next day delivery because I really needed these today, our safe place is safe and out of sight... Now I can't change delivery address for tomorrow's redelivery?! Didn't let me change it online or on the app",Delivery Date / Shipping
@AmazonHelp Would be super nice if one of your delivery drivers didn't ring my doorbell six times in a row when I have a migraine! 😣,Delivery Date / Shipping
@AmazonHelp Its a delivery at offc and the same was mentioned while ordering. It should come by 5pm. Pls confirm.,Delivery Date / Shipping
@AmazonHelp I’ve been at home all day and have even received my other amazon package at my door. @118706 didn’t even attempt delivery.,Delivery Date / Shipping
"@AmazonHelp My package is shipping UPS, can you let them know to deliver to the main office?",Delivery Date / Shipping
@133929 @120169 @115821 @AmazonHelp could you please help? I paid for shipment that should be door to door! Unfortunately @120169 asked me to collect it from their office! And as you can see I couldn't collect it since last week from #aramex #Jubail due to the situation mentioned above. #saudiarabia,Delivery Date / Shipping
@AmazonHelp November 13th was the guaranteed delivery date. Talked to a rep from Amazon yesterday who said that they'll be delivering it today and it's now 7:00pm. I've had nothing but problems with Intelcom Courrier. Debating cancelling my prime membership.,Delivery Date / Shipping
First order got lost and no luck with express delivery when reordered... 🙄 I wonder if I'll ever get my step?! @115830 @AmazonHelp,Delivery Date / Shipping
@AmazonHelp Does Amazon deliver on Sundays? And is customer service open on Sundays?,Delivery Date / Shipping
"@AmazonHelp Regarding order no.  171-9580791-4474727. On 16 nov u r customer representative assured the said order will be delivered within a week, but till now no further updates, again I called customer care now he says it will be dispatched only after 24 nov only. What's wrong with you??? https://t.co/qGQMbBKQ8c",Delivery Date / Shipping
"Hello @AmazonHelp 
My first experience with you is well a real bummer. My delivery was supposed to arrive on 11 sep...will I ever get it ?",Delivery Date / Shipping
"@AmazonHelp So...it didn't arrive &amp; I'm being asked for the 3rd time to approve the order/shipment reschedule. 3 times, same outcome. What's going on? https://t.co/QI1jLKhoyG",Delivery Date / Shipping
"@AmazonHelp This order got cancelled, after being promised by the customer care that it will be delivered on the same day.",Delivery Date / Shipping
@AmazonHelp That link doesn't go to any tips. Just my order page where I can't do anything about the fact my package says it was delivered but wasn't.,Delivery Date / Shipping
"@AmazonHelp UPS is not capable of delivering to my address. Please use USPS whenever possible, they are so superior it's not even funny",Delivery Date / Shipping
"@AmazonHelp Nothing here and confirmed nothing stolen, how about making drivers scan packages to confirm delivery vs just automatically saying it arrived to make metrics look better? You're the carrier after all , and honesty does go a long way 🤔",Delivery Date / Shipping
@AmazonHelp I’ve just tried to provide feedback but it says you cannot locate any recent orders eligible for feedback ?? I’ve probably only had about 20 parcels delivered from you in the past month. Not good enough @115830,Delivery Date / Shipping
@AmazonHelp My order didn’t ship until TWO DAYS after I ordered! #fail,Delivery Date / Shipping
@AmazonHelp why does doom on the Nintendo switch not have the option to have the game delivered on release day? I have prime!!!!,Delivery Date / Shipping
@AmazonHelp Razer Tiamat 7.1 v2 has been out of stock since I ordered 9/13. When will it be in stock? https://t.co/sk8xuDroQw,Delivery Date / Shipping
"@AmazonHelp Yeah it dispatched but somehow couldn't get delivered so i figured it was because my house is hard to find, just wanted to leave delivery instructions for the next attempt",Delivery Date / Shipping
"@AmazonHelp No use, can't bring back this day until next year. Leave it. At best try to deliver at earliest.",Delivery Date / Shipping
@AmazonHelp Hi...I have an order that seems stuck. Was to be delivered on 10/18...still not there yet.,Delivery Date / Shipping
@AmazonHelp @115850 @115851 #Day54 #Complaint Unresolved #Amazon #fraud By delivery man. Bad #CustomerExperience,Delivery Date / Shipping
"""Undeliverable due to unspecified reasons"" aftr 24hrs srchng fr rsn bhnd not delvrng, Amazon responded with ths. @AmazonHelp @1840 https://t.co/LEA9ma4flA",Delivery Date / Shipping
@AmazonHelp how do you make sure your drivers deliver to a new build property? 2nd time and I don't have my items AGAIN. Others find it.,Delivery Date / Shipping
@AmazonHelp Apparently my parcel was handed to me on Sunday but delivery address was an office that is closed on Sundays. Handy. Item is nowhere to be seen. Please help.,Delivery Date / Shipping
I paid for next day shipping on Friday and now y’all are telling I have wait until Monday to see if my package arrives @AmazonHelp https://t.co/G2bCsS5HXi,Delivery Date / Shipping
@AmazonHelp But your delivery driver couldn’t make it clear which house it’s at. So angry.,Delivery Date / Shipping
@AmazonHelp if u understand my concern re-ship my cancelled order,Delivery Date / Shipping
"Hey @115850 when will this chair be available in Amazon again?  Its out of stock now @AmazonHelp 
""Amaze"" Folding Easy reclining household living room padded cushion chair-Red https://t.co/JAWOsI5aVH",Delivery Date / Shipping
@AmazonHelp  Pls let me know when will I get credit in Amazon pay for balance load. https://t.co/t9VYdMtePz,Delivery Date / Shipping
@AmazonHelp It says on my order that it's supposed to ship in the same package. I only got 2 out of 3.,Delivery Date / Shipping
"@AmazonHelp https://t.co/66klcpKcGH it was supposed to be shipped yesterday but it still says ""shipping soon"" anyway thank you for your reply",Delivery Date / Shipping
@AmazonHelp please start providing other shipping options for Prime than @115817.  Their customer service and delivery sucks!!,Delivery Date / Shipping
"@AmazonHelp and again today my AMAZON PRIME (which I pay for every month) items haven’t arrived again! Why guarantee delivery if you can’t deliver?! I’m absolutely fuming! Last week you cost me a fair, this week my partner’s business! This isn’t acceptable!",Delivery Date / Shipping
My package was supposedly delivered but is nowhere to be found @AmazonHelp. What do I do? 😫,Delivery Date / Shipping
"@AmazonHelp Two were shipped by ""https://t.co/mj1N40bsvg LLC"", the third was ""Sparks DVD Sales"".",Delivery Date / Shipping
@AmazonHelp I already did it but your useless staff can’t help me out .. they are not ready to give me product instead of money ... And don’t you verify amazon fulfilled order before delivering it?,Delivery Date / Shipping
"@AmazonHelp Not really he doesn’t know where the parcel is and he just did what was written on website wait for 24-48 hours to get a reply from seller.
In that case should I stay 48 hours at delivery address?? Which means £100 per night.
Ohhh this is getting too much expensive to buy a book",Delivery Date / Shipping
@AmazonHelp I am asking you to keep me posted ! Clearly you will not meet your delivery estimate of today for a major console launch !!! #fail,Delivery Date / Shipping
@AmazonHelp why you people are troubling me even after updating still not delivered  at mentioned address,Delivery Date / Shipping
@AmazonHelp Amazon Logistics is the worst ever. You guys should really use another carrier for your same day deliveries because this is unacceptable.,Delivery Date / Shipping
"@AmazonHelp Sorry to say I've been let down again. Spent all of my only day off waiting for this. Should have been delivered Thursday. 
Not good enough",Delivery Date / Shipping
@AmazonHelp @AmazonHelp This isn't a recurring delivery. I pay for Prime for things like free delivery. I ordered something mainly because of the promise to deliver it today. I could have just gone and bought it myself at a box store.,Delivery Date / Shipping
@AmazonHelp Nothing is done yet.. Why ask user to go for prime if you can't deliver the prime guaranteed product. Feel cheated,Delivery Date / Shipping
"@AmazonHelp I have 3 parcels that should have been delivered today, however it says first attempt failed. I have been in all day",Delivery Date / Shipping
"@AmazonHelp It's Amazon Logistics that is the issue. I'm a prime member for 2-day shipping, not 3-6 days.",Delivery Date / Shipping
"@AmazonHelp Package scheduled 2B delivered yesterday but due to carrier issue, just sat at the sort warehouse all day. And now can't be delivered today.",Delivery Date / Shipping
"@AmazonHelp And yes, I try those steps every single time but at this point it shouldn't be on ME to try and track down a package your driver consistently misdelivers.",Delivery Date / Shipping
"@AmazonHelp it’s been delivered today thanks though, just a bit cheeky to say they tried to deliver when clearly they didn’t!",Delivery Date / Shipping
"@AmazonHelp Yes done.. and also I've talked with CS today morning. No update in order today, not even out for delivery!",Delivery Date / Shipping
I literally cannot remember the last time amazon delivered our orders to our house. @115821 @AmazonHelp where are my boxes tho?,Delivery Date / Shipping
@AmazonHelp two are “Ships from and sold by Amazon.ca” one is “Sold by Sunvalleytek Canada and Fulfilled by Amazon”,Delivery Date / Shipping
@AmazonHelp I'm not referring to a particular order but to a general issue with Prime's delivery rates in our area. We have tried to raise this with Amazon multiple times but there does not seem to be any willingness to engage with complaints beyond the order-by-order basis. So why renew?,Delivery Date / Shipping
"@AmazonHelp I placed an order and it says delivered and it is, yet again, no where in sight. Whomever is handling the mailing for my apartment has been wrong 5 out of 5 times so far!!",Delivery Date / Shipping
Hey @8809 did you know @115821 ships your products as shown on the linked photo when buyer is not home ? @AmazonHelp 👏👍 https://t.co/h6UmVR91Tn,Delivery Date / Shipping
Why do #Amazon always mess up my important orders? Deliver my 6yr old daughter's Halloween costume!!!! 😩😡@AmazonHelp Track:Q80670792234,Delivery Date / Shipping
"@AmazonHelp Thank you for whatever you did, my orders have now been delivered.",Delivery Date / Shipping
@AmazonHelp pls help me with two pending delivery and assembly issues with order no. 171-0890409-7451508 and 171-4882147-9032303.,Delivery Date / Shipping
"@AmazonHelp Not sure, what’s the meaning of a range of estimates. It’s tricky to say delivery by 13-15 November. Tomorrow is 13th, product not shipped yet. You guys asking unnecessary questions.",Delivery Date / Shipping
@AmazonHelp I have the delivery set as 'when out deliver to reception signposted' but I just get notification of unable to deliver!,Delivery Date / Shipping
@AmazonHelp have a word with @122232 a disgrace of a delivery company.  Still no delivery or action from them https://t.co/vfqRngLaEG,Delivery Date / Shipping
"@AmazonHelp Again, not sure if it's Amazon or the post office. Package was supposed to be delivered yesterday, Amazon/USPS says it was delivered in the mail box. I didn't get it. Some postal workers don't know their East Streets from their West Streets though ☹️",Delivery Date / Shipping
@AmazonHelp your driver delivered the parcel to next door again!!! it's not the first time it happens. can't any of your drivers read the address label at all??? I AM WELL NOT IMPRESSED WITH THE SERVICE!!!!!!!!,Delivery Date / Shipping
@AmazonHelp why u guys okay d address for delivery if u cant deliver at dat address. Previously I hv rcvd delivery now ur courier guy denies,Delivery Date / Shipping
@AmazonHelp 3rd delivery in a couple of months that hasn't arrived. 3rd party oder arrived 2 days early!I'm bound to be due free 1yr Prime!,Delivery Date / Shipping
"Getting very frustrated with @115821 and their AMNZ delivery service. Never delivers same day, lost packages, just worthless. @AmazonHelp",Delivery Date / Shipping
@AmazonHelp Is there a cut off time for next day delivery,Delivery Date / Shipping
"@AmazonHelp Is release day delivery a ""guide"" or something you just generally don't bother with? Thanks for another error!",Delivery Date / Shipping
@AmazonHelp I must edit my subscribe and save future shipments and I cannot see them anymore.,Delivery Date / Shipping
"@AmazonHelp Usually you guys are amazing with Prime delivery, but this doesn't make me confident about next time... was expecting this today as it's a gift. A little disappointed. :( https://t.co/3Evf4Aut7a",Delivery Date / Shipping
@AmazonHelp It just says it should be delivered between the 11th or 12th,Delivery Date / Shipping
@AmazonHelp Yes. Delivery was due by 10.00pm yesterday and did not arrive. It was a nominated day delivery.,Delivery Date / Shipping
Why @AmazonHelp have you resorted to lying to try and placate me about a non delivery of Prime items??,Delivery Date / Shipping
"@AmazonHelp hi, ORDER # 206-8462951-2509108, can i change the delivery address to the amazon locker closest to me?",Delivery Date / Shipping
@AmazonHelp @115821 @115850 @115851 Again the product is not delivered today !! You promised yesterday to deliver it today EOD,Delivery Date / Shipping
@AmazonHelp @115830 Amazon logistics strikes again! Not left the house all day and nothing delivered but apparently handed to me 😡😡😡. Wish there was an option to use a different carrier!😡 Clearly drivers scanning as delivered but have no intention of actually delivering. https://t.co/46W7kxRBca,Delivery Date / Shipping
"@AmazonHelp I also have another item that was to be delivered by 8:00 PM yesterday, but wasn't. There's no reason given. So, why am I paying for Prime?",Delivery Date / Shipping
"@AmazonHelp I did speak to Jay M, very helpful but shouldn’t have to call to regarding the cretinous delivery driver",Delivery Date / Shipping
"@AmazonHelp I would if I could, the package hasn't even shipped yet.",Delivery Date / Shipping
